time,electricity_rate,indoor_temp,outdoor_temp
2024-12-05 00:01:00+00:00,18.479999542236328,20.0,9.40000057220459
2024-12-05 00:02:00+00:00,19.46700096130371,19.9375,9.40000057220459
2024-12-05 00:03:00+00:00,19.46700096130371,19.9375,9.40000057220459
2024-12-05 00:04:00+00:00,19.46700096130371,19.9375,9.40000057220459
2024-12-05 00:06:00+00:00,19.46700096130371,19.9375,9.40000057220459
2024-12-05 00:07:00+00:00,19.46700096130371,19.9375,9.489999771118164
2024-12-05 00:08:00+00:00,17.871000289916992,19.9375,9.489999771118164
2024-12-05 00:09:00+00:00,17.871000289916992,19.9375,9.489999771118164
2024-12-05 00:10:00+00:00,17.871000289916992,19.9375,9.489999771118164
2024-12-05 00:12:00+00:00,17.871000289916992,19.9375,9.489999771118164
2024-12-05 00:13:00+00:00,19.46700096130371,19.9375,9.489999771118164
2024-12-05 00:14:00+00:00,17.871000289916992,19.9375,9.489999771118164
2024-12-05 00:15:00+00:00,18.479999542236328,19.9375,9.489999771118164
2024-12-05 00:16:00+00:00,17.871000289916992,19.9375,9.489999771118164
2024-12-05 00:18:00+00:00,19.46700096130371,19.9375,9.489999771118164
2024-12-05 00:19:00+00:00,19.46700096130371,19.9375,9.489999771118164
2024-12-05 00:20:00+00:00,19.46700096130371,19.9375,9.489999771118164
2024-12-05 00:21:00+00:00,18.941999435424805,19.9375,9.529999732971191
2024-12-05 00:23:00+00:00,18.479999542236328,19.9375,9.529999732971191
2024-12-05 00:24:00+00:00,19.46700096130371,19.9375,9.529999732971191
2024-12-05 00:25:00+00:00,18.059999465942383,19.9375,9.529999732971191
2024-12-05 00:26:00+00:00,18.479999542236328,19.9375,9.529999732971191
2024-12-05 00:27:00+00:00,17.871000289916992,19.9375,9.529999732971191
2024-12-05 00:29:00+00:00,18.941999435424805,19.9375,9.529999732971191
2024-12-05 00:30:00+00:00,17.871000289916992,19.9375,9.529999732971191
2024-12-05 00:31:00+00:00,19.46700096130371,19.9375,9.529999732971191
2024-12-05 00:32:00+00:00,17.871000289916992,19.9375,9.529999732971191
2024-12-05 00:34:00+00:00,19.46700096130371,19.9375,9.529999732971191
2024-12-05 00:35:00+00:00,18.479999542236328,19.9375,9.529999732971191
2024-12-05 00:36:00+00:00,18.479999542236328,19.9375,9.529999732971191
2024-12-05 00:37:00+00:00,17.871000289916992,19.9375,9.529999732971191
2024-12-05 00:38:00+00:00,17.871000289916992,20.0,9.529999732971191
2024-12-05 00:40:00+00:00,17.871000289916992,20.0,9.529999732971191
2024-12-05 00:41:00+00:00,17.871000289916992,20.0625,9.529999732971191
2024-12-05 00:42:00+00:00,18.479999542236328,20.0625,9.529999732971191
2024-12-05 00:43:00+00:00,18.479999542236328,20.0,9.529999732971191
2024-12-05 00:44:00+00:00,17.871000289916992,20.0,9.550000190734863
2024-12-05 00:46:00+00:00,18.059999465942383,20.0,9.550000190734863
2024-12-05 00:47:00+00:00,22.071001052856445,20.0,9.550000190734863
2024-12-05 00:48:00+00:00,18.479999542236328,20.0,9.550000190734863
2024-12-05 00:49:00+00:00,21.808500289916992,20.0,9.56999969482422
2024-12-05 00:51:00+00:00,18.941999435424805,20.0,9.56999969482422
2024-12-05 00:52:00+00:00,18.059999465942383,20.0,9.56999969482422
2024-12-05 00:53:00+00:00,18.479999542236328,20.0,9.56999969482422
2024-12-05 00:54:00+00:00,19.46700096130371,20.0,9.56999969482422
2024-12-05 00:55:00+00:00,18.479999542236328,20.0,9.56999969482422
2024-12-05 00:57:00+00:00,17.871000289916992,20.0,9.56999969482422
2024-12-05 00:58:00+00:00,17.871000289916992,20.0625,9.710000038146973
2024-12-05 00:59:00+00:00,17.871000289916992,20.0625,9.710000038146973
2024-12-05 01:00:00+00:00,30.029998779296875,20.0625,9.710000038146973
